Tags	GO ID	GO Name	GO Category	FDR	P-Value	Nr Test	Nr Reference	Non Annot Test	Non Annot Reference
[]	GO:1902532	negative regulation of intracellular signal transduction	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0006613	cotranslational protein targeting to membrane	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0006614	SRP-dependent cotranslational protein targeting to membrane	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0047134	protein-disulfide reductase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0050784	cocaine catabolic process	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0050783	cocaine metabolic process	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004024	alcohol dehydrogenase activity, zinc-dependent	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004018	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0031638	zymogen activation	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004017	adenylate kinase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004019	adenylosuccinate synthase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0031639	plasminogen activation	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0052591	sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0052592	oxidoreductase activity, acting on CH or CH2 groups, with an iron-sulfur protein as acceptor	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004034	aldose 1-epimerase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0052590	sn-glycerol-3-phosphate:ubiquinone oxidoreductase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004033	aldo-keto reductase (NADP) activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0009725	response to hormone	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0009723	response to ethylene	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0051258	protein polymerization	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0032955	regulation of division septum assembly	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0032954	regulation of cytokinetic process	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0043647	inositol phosphate metabolic process	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004000	adenosine deaminase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0098798	mitochondrial protein complex	CELLULAR_COMPONENT	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0042327	positive regulation of phosphorylation	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:1990281	efflux pump complex	CELLULAR_COMPONENT	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0005345	purine nucleobase transmembrane transporter activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0043655	extracellular space of host	CELLULAR_COMPONENT	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004013	adenosylhomocysteinase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0005337	nucleoside transmembrane transporter activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004008	copper-exporting ATPase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0030350	iron-responsive element binding	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004065	arylsulfatase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004064	arylesterase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004068	aspartate 1-decarboxylase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0009755	hormone-mediated signaling pathway	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0008417	fucosyltransferase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0051205	protein insertion into membrane	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004070	aspartate carbamoyltransferase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004072	aspartate kinase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004076	biotin synthase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004075	biotin carboxylase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0008428	ribonuclease inhibitor activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0016040	glutamate synthase (NADH) activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0052548	regulation of endopeptidase activity	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0052547	regulation of peptidase activity	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0005372	water transmembrane transporter activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004042	acetyl-CoA:L-glutamate N-acetyltransferase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0005375	copper ion transmembrane transporter activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004047	aminomethyltransferase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004048	anthranilate phosphoribosyltransferase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0052553	modulation by symbiont of host immune response	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0052552	modulation by organism of immune response of other organism involved in symbiotic interaction	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0052550	response to defense-related reactive oxygen species production by other organism involved in symbiotic interaction	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0018697	carbonyl sulfide nitrogenase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0016034	maleylacetoacetate isomerase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0016036	cellular response to phosphate starvation	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0008412	4-hydroxybenzoate octaprenyltransferase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0005385	zinc ion transmembrane transporter activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004053	arginase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004056	argininosuccinate lyase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004055	argininosuccinate synthase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0052567	response to defense-related host reactive oxygen species production	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0031647	regulation of protein stability	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0097435	supramolecular fiber organization	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0032973	amino acid export across plasma membrane	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0007010	cytoskeleton organization	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0030270	formylmethanofuran-tetrahydromethanopterin N-formyltransferase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0007015	actin filament organization	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0042255	ribosome assembly	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0019003	GDP binding	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[OVER]	GO:0031597	cytosolic proteasome complex	CELLULAR_COMPONENT	1.0	0.029531738986937398	1	1	74	4966
[]	GO:0030267	glyoxylate reductase (NADP) activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0019008	molybdopterin synthase complex	CELLULAR_COMPONENT	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0008356	asymmetric cell division	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0047952	glycerol-3-phosphate dehydrogenase [NAD(P)+] activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0042274	ribosomal small subunit biogenesis	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0030257	type III protein secretion system complex	CELLULAR_COMPONENT	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0031589	cell-substrate adhesion	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0009651	response to salt stress	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0099131	ATP hydrolysis coupled ion transmembrane transport	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0102555	octanoyl transferase activity (acting on glycine-cleavage complex H protein)	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0022618	ribonucleoprotein complex assembly	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0022610	biological adhesion	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0010648	negative regulation of cell communication	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0010647	positive regulation of cell communication	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0031564	transcription antitermination	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0000413	protein peptidyl-prolyl isomerization	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0019043	establishment of viral latency	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0019042	viral latency	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0035998	7,8-dihydroneopterin 3'-triphosphate biosynthetic process	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0019048	modulation by virus of host morphology or physiology	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0034661	ncRNA catabolic process	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0020012	evasion or tolerance of host immune response	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0051182	coenzyme transport	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0030295	protein kinase activator activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0020002	host cell plasma membrane	CELLULAR_COMPONENT	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0051185	coenzyme transmembrane transporter activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0033317	pantothenate biosynthetic process from valine	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0008379	thioredoxin peroxidase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0042242	cobyrinic acid a,c-diamide synthase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:1990238	double-stranded DNA endodeoxyribonuclease activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0035966	response to topologically incorrect protein	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0035967	cellular response to topologically incorrect protein	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0016802	trialkylsulfonium hydrolase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0016805	dipeptidase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0016807	cysteine-type carboxypeptidase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004814	arginine-tRNA ligase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004815	aspartate-tRNA ligase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0032041	NAD-dependent histone deacetylase activity (H3-K14 specific)	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0050729	positive regulation of inflammatory response	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004821	histidine-tRNA ligase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004823	leucine-tRNA ligase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0019076	viral release from host cell	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004825	methionine-tRNA ligase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0000470	maturation of LSU-rRNA	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004826	phenylalanine-tRNA ligase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0050727	regulation of inflammatory response	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0033365	protein localization to organelle	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0044068	modulation by symbiont of host cellular process	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:1902503	adenylyltransferase complex	CELLULAR_COMPONENT	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004808	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0103011	mannosylfructose-phosphate synthase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004855	xanthine oxidase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004866	endopeptidase inhibitor activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004834	tryptophan synthase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[OVER]	GO:0046685	response to arsenic-containing substance	BIOLOGICAL_PROCESS	1.0	0.029531738986937398	1	1	74	4966
[]	GO:0070301	cellular response to hydrogen peroxide	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0103045	methione N-acyltransferase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0050709	negative regulation of protein secretion	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0046686	response to cadmium ion	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0033388	putrescine biosynthetic process from arginine	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0036412	acetyl-CoA:oxalate CoA-transferase	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0006722	triterpenoid metabolic process	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0003688	DNA replication origin binding	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0015666	restriction endodeoxyribonuclease activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0039633	killing by virus of host cell	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:1902444	riboflavin binding	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0001046	core promoter sequence-specific DNA binding	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0016987	sigma factor activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0047296	homospermidine synthase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0016990	arginine deiminase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0015649	2-keto-3-deoxygluconate:proton symporter activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0016993	precorrin-8X methylmutase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0016994	precorrin-6A reductase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0015662	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:1901131	kanamycin metabolic process	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0035251	UDP-glucosyltransferase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:1901133	kanamycin biosynthetic process	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0006761	dihydrofolate biosynthetic process	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0070482	response to oxygen levels	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0001072	transcription antitermination factor activity, RNA binding	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0018738	S-formylglutathione hydrolase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004113	2',3'-cyclic-nucleotide 3'-phosphodiesterase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004106	chorismate mutase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004107	chorismate synthase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[OVER]	GO:0070475	rRNA base methylation	BIOLOGICAL_PROCESS	1.0	0.029531738986937398	1	1	74	4966
[]	GO:0004109	coproporphyrinogen oxidase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0098827	endoplasmic reticulum subcompartment	CELLULAR_COMPONENT	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0015693	magnesium ion transport	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0015691	cadmium ion transport	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0006741	NADP biosynthetic process	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0001047	core promoter binding	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0090071	negative regulation of ribosome biogenesis	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0006751	glutathione catabolic process	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0047259	glucomannan 4-beta-mannosyltransferase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0098800	inner mitochondrial membrane protein complex	CELLULAR_COMPONENT	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004140	dephospho-CoA kinase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004145	diamine N-acetyltransferase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0042413	carnitine catabolic process	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0004139	deoxyribose-phosphate aldolase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0052693	epoxyqueuosine reductase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0030420	establishment of competence for transformation	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0010810	regulation of cell-substrate adhesion	BIOLOGICAL_PROCESS	1.0	0.9999999999885643	0	1	75	4966
[]	GO:0043750	phosphatidylinositol alpha-mannosyltransferase activity	MOLECULAR_FUNCTION	1.0	0.9999999999885643	0	1	75	4966
